Region,Date Initial Stringency,Date Final Stringency,Change in Stringency,Change in Net Effects
USA,USA,2020-06-15 00:00:00,2020-07-20 00:00:00,-1.8500000000000085,492640
USA,USA,2020-07-20 00:00:00,2020-09-12 00:00:00,-4.6299999999999955,765713
USA,USA,2020-09-12 00:00:00,2020-10-13 00:00:00,3.700000000000003,449133
USA,USA,2020-10-13 00:00:00,2020-10-26 00:00:00,-3.700000000000003,1054382
USA,USA,2020-10-26 00:00:00,2020-11-09 00:00:00,2.780000000000001,1815273
USA,USA,2020-11-09 00:00:00,2020-11-16 00:00:00,10.179999999999993,2275584
USA,USA,2020-11-16 00:00:00,2020-12-02 00:00:00,-3.6999999999999886,2370728
USA,USA,2020-12-02 00:00:00,2021-02-03 00:00:00,-3.700000000000003,9897644
USA,USA,2021-02-03 00:00:00,2021-03-04 00:00:00,-3.710000000000008,1807841
USA,USA,2021-03-04 00:00:00,2021-03-22 00:00:00,1.8500000000000085,1206601
USA,USA,2021-03-22 00:00:00,2021-03-23 00:00:00,-4.630000000000003,1414127
USA,USA,2021-03-23 00:00:00,2021-03-29 00:00:00,-2.770000000000003,1438355
USA,USA,2021-03-29 00:00:00,2021-03-30 00:00:00,-1.8599999999999994,1421520
GBR,GBR,2020-01-22 00:00:00,2020-01-31 00:00:00,2.7700000000000005,15
GBR,GBR,2020-01-31 00:00:00,2020-02-02 00:00:00,2.7799999999999994,13
GBR,GBR,2020-02-02 00:00:00,2020-03-13 00:00:00,1.8500000000000014,18
GBR,GBR,2020-03-13 00:00:00,2020-03-16 00:00:00,3.710000000000001,55754
GBR,GBR,2020-03-16 00:00:00,2020-03-17 00:00:00,5.549999999999997,69166
GBR,GBR,2020-03-17 00:00:00,2020-03-18 00:00:00,9.260000000000002,74964
GBR,GBR,2020-03-18 00:00:00,2020-03-20 00:00:00,5.559999999999999,80113
GBR,GBR,2020-03-20 00:00:00,2020-03-21 00:00:00,10.18,88981
GBR,GBR,2020-03-21 00:00:00,2020-03-22 00:00:00,14.82,92131
GBR,GBR,2020-03-22 00:00:00,2020-03-23 00:00:00,16.199999999999996,94899
GBR,GBR,2020-03-23 00:00:00,2020-03-24 00:00:00,1.3900000000000006,97726
GBR,GBR,2020-03-24 00:00:00,2020-05-11 00:00:00,-1.8499999999999943,100678
GBR,GBR,2020-05-11 00:00:00,2020-05-13 00:00:00,-6.480000000000004,49235
GBR,GBR,2020-05-13 00:00:00,2020-05-29 00:00:00,-1.8599999999999994,44826
GBR,GBR,2020-05-29 00:00:00,2020-06-01 00:00:00,-1.8499999999999943,25013
GBR,GBR,2020-06-01 00:00:00,2020-06-08 00:00:00,5.560000000000002,23435
GBR,GBR,2020-06-08 00:00:00,2020-06-15 00:00:00,-1.8500000000000085,19619
GBR,GBR,2020-06-15 00:00:00,2020-07-04 00:00:00,-1.3900000000000006,14559
GBR,GBR,2020-07-04 00:00:00,2020-07-06 00:00:00,-5.560000000000002,14296
GBR,GBR,2020-07-06 00:00:00,2020-08-01 00:00:00,5.560000000000002,14827
GBR,GBR,2020-08-01 00:00:00,2020-08-13 00:00:00,-3.7099999999999937,21149
GBR,GBR,2020-08-13 00:00:00,2020-09-01 00:00:00,-1.8500000000000085,25892
GBR,GBR,2020-09-01 00:00:00,2020-09-14 00:00:00,1.3900000000000006,66436
GBR,GBR,2020-09-14 00:00:00,2020-09-24 00:00:00,1.8500000000000085,145143
GBR,GBR,2020-09-24 00:00:00,2020-10-12 00:00:00,-7.400000000000006,258679
GBR,GBR,2020-10-12 00:00:00,2020-10-19 00:00:00,5.549999999999997,440202
GBR,GBR,2020-10-19 00:00:00,2020-10-22 00:00:00,1.8500000000000085,477753
GBR,GBR,2020-10-22 00:00:00,2020-10-23 00:00:00,7.409999999999997,486468
GBR,GBR,2020-10-23 00:00:00,2020-11-06 00:00:00,-2.780000000000001,493324
GBR,GBR,2020-11-06 00:00:00,2020-11-09 00:00:00,-5.549999999999997,452031
GBR,GBR,2020-11-09 00:00:00,2020-11-10 00:00:00,-1.8599999999999994,425630
GBR,GBR,2020-11-10 00:00:00,2020-11-20 00:00:00,2.780000000000001,418738
GBR,GBR,2020-11-20 00:00:00,2020-12-03 00:00:00,-3.700000000000003,345864
GBR,GBR,2020-12-03 00:00:00,2020-12-08 00:00:00,3.700000000000003,525051
GBR,GBR,2020-12-08 00:00:00,2020-12-14 00:00:00,5.560000000000002,643069
GBR,GBR,2020-12-14 00:00:00,2020-12-19 00:00:00,3.6999999999999886,855591
GBR,GBR,2020-12-19 00:00:00,2020-12-24 00:00:00,2.780000000000001,1027591
GBR,GBR,2020-12-24 00:00:00,2020-12-25 00:00:00,-4.170000000000002,1088284
GBR,GBR,2020-12-25 00:00:00,2020-12-26 00:00:00,4.170000000000002,1111971
GBR,GBR,2020-12-26 00:00:00,2021-01-05 00:00:00,8.329999999999998,1119616
GBR,GBR,2021-01-05 00:00:00,2021-02-22 00:00:00,-1.8499999999999943,938712
GBR,GBR,2021-02-22 00:00:00,2021-03-08 00:00:00,-3.700000000000003,142781
GBR,GBR,2021-03-08 00:00:00,2021-03-13 00:00:00,-1.8499999999999943,116848
GBR,GBR,2021-03-13 00:00:00,2021-03-15 00:00:00,-1.8599999999999994,104472
GBR,GBR,2021-03-15 00:00:00,2021-03-27 00:00:00,-8.329999999999998,99779
GBR,GBR,2021-03-27 00:00:00,2021-04-12 00:00:00,-9.260000000000005,57534
GBR,GBR,2021-04-12 00:00:00,2021-05-03 00:00:00,-1.3900000000000006,48584
FIN,FIN,2020-01-22 00:00:00,2020-01-27 00:00:00,5.56,0
FIN,FIN,2020-01-27 00:00:00,2020-02-06 00:00:00,8.330000000000002,0
FIN,FIN,2020-02-06 00:00:00,2020-02-27 00:00:00,5.550000000000001,0
FIN,FIN,2020-02-27 00:00:00,2020-03-12 00:00:00,17.599999999999998,389
FIN,FIN,2020-03-12 00:00:00,2020-03-16 00:00:00,20.369999999999997,1179
FIN,FIN,2020-03-16 00:00:00,2020-03-18 00:00:00,7.400000000000006,1636
FIN,FIN,2020-03-18 00:00:00,2020-03-27 00:00:00,2.780000000000001,1901
FIN,FIN,2020-03-27 00:00:00,2020-04-14 00:00:00,-4.630000000000003,833
FIN,FIN,2020-04-14 00:00:00,2020-04-20 00:00:00,-2.770000000000003,-767
FIN,FIN,2020-04-20 00:00:00,2020-05-14 00:00:00,-6.489999999999995,289
FIN,FIN,2020-05-14 00:00:00,2020-05-29 00:00:00,-5.550000000000004,-699
FIN,FIN,2020-05-29 00:00:00,2020-06-01 00:00:00,-3.710000000000001,-331
FIN,FIN,2020-06-01 00:00:00,2020-06-15 00:00:00,-9.25,-632
FIN,FIN,2020-06-15 00:00:00,2020-07-09 00:00:00,5.550000000000004,-348
FIN,FIN,2020-07-09 00:00:00,2020-07-17 00:00:00,-5.550000000000004,0
FIN,FIN,2020-07-17 00:00:00,2020-08-14 00:00:00,-2.780000000000001,156
FIN,FIN,2020-08-14 00:00:00,2020-10-11 00:00:00,4.160000000000004,228
FIN,FIN,2020-10-11 00:00:00,2020-10-27 00:00:00,4.170000000000002,1505
FIN,FIN,2020-10-27 00:00:00,2020-11-23 00:00:00,1.3900000000000006,301
FIN,FIN,2020-11-23 00:00:00,2020-11-30 00:00:00,4.6299999999999955,4551
FIN,FIN,2020-11-30 00:00:00,2020-12-03 00:00:00,1.8500000000000014,2909
FIN,FIN,2020-12-03 00:00:00,2020-12-07 00:00:00,3.700000000000003,241
NZL,NZL,2020-01-22 00:00:00,2020-02-02 00:00:00,8.330000000000002,0
NZL,NZL,2020-02-02 00:00:00,2020-03-16 00:00:00,16.669999999999998,0
NZL,NZL,2020-03-16 00:00:00,2020-03-20 00:00:00,2.780000000000001,923
NZL,NZL,2020-03-20 00:00:00,2020-03-21 00:00:00,19.439999999999998,873
NZL,NZL,2020-03-21 00:00:00,2020-03-23 00:00:00,21.299999999999997,842
NZL,NZL,2020-03-23 00:00:00,2020-03-24 00:00:00,7.410000000000011,706
NZL,NZL,2020-03-24 00:00:00,2020-03-25 00:00:00,3.6999999999999886,604
NZL,NZL,2020-03-25 00:00:00,2020-03-26 00:00:00,5.560000000000002,484
NZL,NZL,2020-03-26 00:00:00,2020-04-28 00:00:00,-9.259999999999991,384
NZL,NZL,2020-04-28 00:00:00,2020-04-29 00:00:00,-3.710000000000008,-187
NZL,NZL,2020-04-29 00:00:00,2020-05-14 00:00:00,-43.519999999999996,-182
NZL,NZL,2020-05-14 00:00:00,2020-05-29 00:00:00,-2.770000000000003,-53
NZL,NZL,2020-05-29 00:00:00,2020-06-08 00:00:00,-11.11,4
NZL,NZL,2020-06-08 00:00:00,2020-06-27 00:00:00,-3.710000000000001,22
NZL,NZL,2020-06-27 00:00:00,2020-08-12 00:00:00,46.760000000000005,5
NZL,NZL,2020-08-12 00:00:00,2020-08-23 00:00:00,2.780000000000001,79
NZL,NZL,2020-08-23 00:00:00,2020-08-31 00:00:00,-21.300000000000004,-23
NZL,NZL,2020-08-31 00:00:00,2020-09-20 00:00:00,-6.480000000000004,-65
NZL,NZL,2020-09-20 00:00:00,2020-09-23 00:00:00,-2.779999999999994,-17
NZL,NZL,2020-09-23 00:00:00,2020-10-07 00:00:00,-18.980000000000004,-23
NZL,NZL,2020-10-07 00:00:00,2021-02-15 00:00:00,40.28,31
NZL,NZL,2021-02-15 00:00:00,2021-02-18 00:00:00,-23.15,33
NZL,NZL,2021-02-18 00:00:00,2021-02-23 00:00:00,-17.130000000000003,36
NZL,NZL,2021-02-23 00:00:00,2021-02-28 00:00:00,40.28,35
NZL,NZL,2021-02-28 00:00:00,2021-03-07 00:00:00,-25.93,-4
NZL,NZL,2021-03-07 00:00:00,2021-03-12 00:00:00,-14.350000000000001,8
BEL,BEL,2020-01-22 00:00:00,2020-01-28 00:00:00,5.56,1
BEL,BEL,2020-01-28 00:00:00,2020-01-31 00:00:00,5.55,0
BEL,BEL,2020-01-31 00:00:00,2020-03-04 00:00:00,2.780000000000001,0
BEL,BEL,2020-03-04 00:00:00,2020-03-10 00:00:00,5.550000000000001,4546
BEL,BEL,2020-03-10 00:00:00,2020-03-13 00:00:00,3.7099999999999973,11518
BEL,BEL,2020-03-13 00:00:00,2020-03-14 00:00:00,27.78,14480
BEL,BEL,2020-03-14 00:00:00,2020-03-18 00:00:00,22.220000000000006,15775
BEL,BEL,2020-03-18 00:00:00,2020-03-20 00:00:00,8.329999999999998,19493
BEL,BEL,2020-03-20 00:00:00,2020-05-05 00:00:00,-2.780000000000001,21825
BEL,BEL,2020-05-05 00:00:00,2020-05-11 00:00:00,-3.700000000000003,5385
BEL,BEL,2020-05-11 00:00:00,2020-06-05 00:00:00,-1.8499999999999943,3625
BEL,BEL,2020-06-05 00:00:00,2020-06-08 00:00:00,-21.300000000000004,1558
BEL,BEL,2020-06-08 00:00:00,2020-07-01 00:00:00,-1.8500000000000014,1513
BEL,BEL,2020-07-01 00:00:00,2020-07-28 00:00:00,2.780000000000001,2846
BEL,BEL,2020-07-28 00:00:00,2020-07-29 00:00:00,8.329999999999998,11789
BEL,BEL,2020-07-29 00:00:00,2020-08-07 00:00:00,-3.700000000000003,11690
BEL,BEL,2020-08-07 00:00:00,2020-08-09 00:00:00,5.550000000000004,10556
BEL,BEL,2020-08-09 00:00:00,2020-08-12 00:00:00,-4.630000000000003,10277
BEL,BEL,2020-08-12 00:00:00,2020-08-27 00:00:00,-5.549999999999997,9655
BEL,BEL,2020-08-27 00:00:00,2020-09-30 00:00:00,-5.560000000000002,14034
BEL,BEL,2020-09-30 00:00:00,2020-10-19 00:00:00,7.410000000000004,133194
BEL,BEL,2020-10-19 00:00:00,2020-10-29 00:00:00,1.8499999999999943,266893
BEL,BEL,2020-10-29 00:00:00,2020-11-02 00:00:00,9.259999999999998,186337
BEL,BEL,2020-11-02 00:00:00,2020-11-16 00:00:00,-1.8499999999999943,142443
BEL,BEL,2020-11-16 00:00:00,2020-12-01 00:00:00,-3.700000000000003,57514
BEL,BEL,2020-12-01 00:00:00,2021-01-27 00:00:00,2.770000000000003,51932
BEL,BEL,2021-01-27 00:00:00,2021-03-29 00:00:00,7.410000000000004,45080
BEL,BEL,2021-03-29 00:00:00,2021-04-03 00:00:00,5.560000000000002,79551
BEL,BEL,2021-04-03 00:00:00,2021-04-19 00:00:00,-15.740000000000009,75427
BEL,BEL,2021-04-19 00:00:00,2021-05-01 00:00:00,-5.559999999999995,67051
LIE,LIE,2020-01-22 00:00:00,2020-02-28 00:00:00,13.89,0
LIE,LIE,2020-02-28 00:00:00,2020-03-13 00:00:00,30.549999999999997,27
LIE,LIE,2020-03-13 00:00:00,2020-03-16 00:00:00,14.82,25
LIE,LIE,2020-03-16 00:00:00,2020-03-17 00:00:00,-2.780000000000001,17
LIE,LIE,2020-03-17 00:00:00,2020-04-27 00:00:00,-0.9199999999999946,12
LIE,LIE,2020-04-27 00:00:00,2020-05-11 00:00:00,-7.410000000000004,-2
LIE,LIE,2020-05-11 00:00:00,2020-05-24 00:00:00,-5.559999999999995,0
LIE,LIE,2020-05-24 00:00:00,2021-04-21 00:00:00,8.339999999999996,0
JPN,JPN,2020-01-22 00:00:00,2020-02-01 00:00:00,5.550000000000001,17
JPN,JPN,2020-02-01 00:00:00,2020-02-04 00:00:00,11.110000000000001,98
JPN,JPN,2020-02-04 00:00:00,2020-02-20 00:00:00,5.559999999999999,133
JPN,JPN,2020-02-20 00:00:00,2020-02-25 00:00:00,9.259999999999998,518
JPN,JPN,2020-02-25 00:00:00,2020-03-02 00:00:00,9.260000000000005,625
JPN,JPN,2020-03-02 00:00:00,2020-03-09 00:00:00,-2.780000000000001,698
JPN,JPN,2020-03-09 00:00:00,2020-04-03 00:00:00,2.780000000000001,1181
JPN,JPN,2020-04-03 00:00:00,2020-04-07 00:00:00,1.8499999999999943,8963
JPN,JPN,2020-04-07 00:00:00,2020-04-16 00:00:00,1.8500000000000014,8406
JPN,JPN,2020-04-16 00:00:00,2020-05-14 00:00:00,-6.479999999999997,2551
JPN,JPN,2020-05-14 00:00:00,2020-05-25 00:00:00,-9.260000000000002,-3933
JPN,JPN,2020-05-25 00:00:00,2020-05-26 00:00:00,2.7799999999999976,-916
JPN,JPN,2020-05-26 00:00:00,2020-06-01 00:00:00,-5.559999999999999,-789
JPN,JPN,2020-06-01 00:00:00,2020-06-21 00:00:00,-2.7699999999999996,-405
JPN,JPN,2020-06-21 00:00:00,2020-07-23 00:00:00,4.629999999999999,2192
JPN,JPN,2020-07-23 00:00:00,2020-07-26 00:00:00,3.6999999999999993,9125
JPN,JPN,2020-07-26 00:00:00,2020-08-06 00:00:00,-1.8500000000000014,6677
JPN,JPN,2020-08-06 00:00:00,2020-09-10 00:00:00,2.780000000000001,-1991
JPN,JPN,2020-09-10 00:00:00,2020-09-24 00:00:00,-5.559999999999999,-1100
JPN,JPN,2020-09-24 00:00:00,2020-10-13 00:00:00,5.559999999999999,-184
JPN,JPN,2020-10-13 00:00:00,2020-11-07 00:00:00,1.8500000000000014,2245
JPN,JPN,2020-11-07 00:00:00,2020-12-01 00:00:00,5.550000000000004,13845
JPN,JPN,2020-12-01 00:00:00,2020-12-08 00:00:00,5.559999999999995,9642
JPN,JPN,2020-12-08 00:00:00,2021-01-05 00:00:00,1.3900000000000006,13733
JPN,JPN,2021-01-05 00:00:00,2021-02-27 00:00:00,1.3900000000000006,22397
JPN,JPN,2021-02-27 00:00:00,2021-03-01 00:00:00,-2.780000000000001,954
JPN,JPN,2021-03-01 00:00:00,2021-03-06 00:00:00,-2.780000000000001,1573
JPN,JPN,2021-03-06 00:00:00,2021-03-13 00:00:00,-2.779999999999994,8167
JPN,JPN,2021-03-13 00:00:00,2021-04-09 00:00:00,2.779999999999994,12618
JPN,JPN,2021-04-09 00:00:00,2021-04-25 00:00:00,3.700000000000003,34100
AUT,AUT,2020-01-22 00:00:00,2020-02-24 00:00:00,11.11,0
AUT,AUT,2020-02-24 00:00:00,2020-03-09 00:00:00,8.330000000000002,1015
AUT,AUT,2020-03-09 00:00:00,2020-03-11 00:00:00,11.119999999999997,8961
AUT,AUT,2020-03-11 00:00:00,2020-03-12 00:00:00,3.6999999999999993,9179
AUT,AUT,2020-03-12 00:00:00,2020-03-13 00:00:00,13.89,9239
AUT,AUT,2020-03-13 00:00:00,2020-03-16 00:00:00,33.330000000000005,9171
AUT,AUT,2020-03-16 00:00:00,2020-04-14 00:00:00,-3.700000000000003,8039
AUT,AUT,2020-04-14 00:00:00,2020-04-23 00:00:00,-2.780000000000001,-4183
AUT,AUT,2020-04-23 00:00:00,2020-05-01 00:00:00,-7.409999999999997,-1551
AUT,AUT,2020-05-01 00:00:00,2020-05-02 00:00:00,-2.780000000000001,-944
AUT,AUT,2020-05-02 00:00:00,2020-05-11 00:00:00,-5.550000000000004,-886
AUT,AUT,2020-05-11 00:00:00,2020-05-29 00:00:00,-5.559999999999995,-636
AUT,AUT,2020-05-29 00:00:00,2020-06-03 00:00:00,-3.700000000000003,-158
AUT,AUT,2020-06-03 00:00:00,2020-07-01 00:00:00,-8.329999999999998,91
AUT,AUT,2020-07-01 00:00:00,2020-07-10 00:00:00,-3.710000000000001,704
AUT,AUT,2020-07-10 00:00:00,2020-09-06 00:00:00,-1.8500000000000014,483
AUT,AUT,2020-09-06 00:00:00,2020-09-17 00:00:00,0.9299999999999997,5110
AUT,AUT,2020-09-17 00:00:00,2020-09-29 00:00:00,3.700000000000003,3039
AUT,AUT,2020-09-29 00:00:00,2020-10-13 00:00:00,4.169999999999995,7037
AUT,AUT,2020-10-13 00:00:00,2020-10-17 00:00:00,13.89,31860
AUT,AUT,2020-10-17 00:00:00,2020-10-23 00:00:00,1.3900000000000006,45072
AUT,AUT,2020-10-23 00:00:00,2020-10-27 00:00:00,4.6200000000000045,59987
AUT,AUT,2020-10-27 00:00:00,2020-11-02 00:00:00,10.189999999999998,53256
AUT,AUT,2020-11-02 00:00:00,2020-11-17 00:00:00,7.409999999999997,33781
AUT,AUT,2020-11-17 00:00:00,2020-12-07 00:00:00,-11.11,-30297
AUT,AUT,2020-12-07 00:00:00,2020-12-26 00:00:00,11.11,-20132
AUT,AUT,2020-12-26 00:00:00,2021-02-08 00:00:00,-8.340000000000003,-3795
AUT,AUT,2021-02-08 00:00:00,2021-02-12 00:00:00,5.560000000000002,7781
AUT,AUT,2021-02-12 00:00:00,2021-02-15 00:00:00,-3.6999999999999886,9268
AUT,AUT,2021-02-15 00:00:00,2021-03-15 00:00:00,-4.170000000000002,10204
AUT,AUT,2021-03-15 00:00:00,2021-04-01 00:00:00,1.8499999999999943,9302
AUT,AUT,2021-04-01 00:00:00,2021-04-06 00:00:00,3.700000000000003,-8224
AUT,AUT,2021-04-06 00:00:00,2021-04-26 00:00:00,-1.8500000000000085,-8903
LUX,LUX,2020-01-22 00:00:00,2020-03-05 00:00:00,11.11,0
LUX,LUX,2020-03-05 00:00:00,2020-03-09 00:00:00,11.11,1455
LUX,LUX,2020-03-09 00:00:00,2020-03-12 00:00:00,9.260000000000002,1967
LUX,LUX,2020-03-12 00:00:00,2020-03-13 00:00:00,11.110000000000003,2418
LUX,LUX,2020-03-13 00:00:00,2020-03-15 00:00:00,11.11,2109
LUX,LUX,2020-03-15 00:00:00,2020-03-16 00:00:00,18.519999999999996,2280
LUX,LUX,2020-03-16 00:00:00,2020-03-17 00:00:00,7.409999999999997,2306
LUX,LUX,2020-03-17 00:00:00,2020-04-20 00:00:00,-9.259999999999991,2373
LUX,LUX,2020-04-20 00:00:00,2020-05-04 00:00:00,-3.700000000000003,-2609
LUX,LUX,2020-05-04 00:00:00,2020-05-11 00:00:00,-10.190000000000005,-197
LUX,LUX,2020-05-11 00:00:00,2020-05-25 00:00:00,-9.259999999999998,-103
LUX,LUX,2020-05-25 00:00:00,2020-06-11 00:00:00,-5.549999999999997,-71
LUX,LUX,2020-06-11 00:00:00,2020-06-26 00:00:00,-13.89,241
LUX,LUX,2020-06-26 00:00:00,2020-07-16 00:00:00,-5.560000000000002,872
LUX,LUX,2020-07-16 00:00:00,2020-07-19 00:00:00,11.11,321
LUX,LUX,2020-07-19 00:00:00,2020-08-07 00:00:00,5.560000000000002,94
LUX,LUX,2020-08-07 00:00:00,2020-08-12 00:00:00,2.780000000000001,-589
LUX,LUX,2020-08-12 00:00:00,2020-08-21 00:00:00,5.549999999999997,-306
LUX,LUX,2020-08-21 00:00:00,2020-10-20 00:00:00,5.560000000000002,-14
LUX,LUX,2020-10-20 00:00:00,2020-10-30 00:00:00,3.6999999999999957,6909
LUX,LUX,2020-10-30 00:00:00,2020-11-26 00:00:00,3.710000000000001,2803
LUX,LUX,2020-11-26 00:00:00,2020-12-28 00:00:00,7.400000000000006,-665
LUX,LUX,2020-12-28 00:00:00,2021-01-04 00:00:00,-8.330000000000005,-2430
LUX,LUX,2021-01-04 00:00:00,2021-01-11 00:00:00,-7.409999999999997,-940
LUX,LUX,2021-01-11 00:00:00,2021-02-08 00:00:00,3.710000000000001,-374
LUX,LUX,2021-02-08 00:00:00,2021-03-30 00:00:00,-7.410000000000004,477
